England and Wales Code,England and Wales,Tenure of household (5 categories) Code,Tenure of household (5 categories),Household size (5 categories) Code,Household size (5 categories),Household composition (15 categories) Code,Household composition (15 categories),National Statistics Socio-economic Classification (NS-SeC) (10 categories) Code,National Statistics Socio-economic Classification (NS-SeC) (10 categories),Observation
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,1,One-person household: Aged 66 years and over,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,1,One-person household: Aged 66 years and over,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,1,One-person household: Aged 66 years and over,3,L7: Intermediate occupations,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,1,One-person household: Aged 66 years and over,4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,1,One-person household: Aged 66 years and over,5,L10 and L11: Lower supervisory and technical occupations,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,1,One-person household: Aged 66 years and over,6,L12: Semi-routine occupations,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,1,One-person household: Aged 66 years and over,7,L13: Routine occupations,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,1,One-person household: Aged 66 years and over,8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,1,One-person household: Aged 66 years and over,9,L15: Full-time students,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,2,One-person household: Other,-8,Does not apply,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,2,One-person household: Other,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,2,One-person household: Other,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,2,One-person household: Other,3,L7: Intermediate occupations,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,2,One-person household: Other,4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,2,One-person household: Other,5,L10 and L11: Lower supervisory and technical occupations,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,2,One-person household: Other,6,L12: Semi-routine occupations,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,2,One-person household: Other,7,L13: Routine occupations,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,2,One-person household: Other,8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,2,One-person household: Other,9,L15: Full-time students,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,3,Single family household: All aged 66 years and over,-8,Does not apply,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,3,Single family household: All aged 66 years and over,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",8
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,3,Single family household: All aged 66 years and over,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",24
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,3,Single family household: All aged 66 years and over,3,L7: Intermediate occupations,21
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,3,Single family household: All aged 66 years and over,4,L8 and L9: Small employers and own account workers,22
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,3,Single family household: All aged 66 years and over,5,L10 and L11: Lower supervisory and technical occupations,21
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,3,Single family household: All aged 66 years and over,6,L12: Semi-routine occupations,43
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,3,Single family household: All aged 66 years and over,7,L13: Routine occupations,92
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,3,Single family household: All aged 66 years and over,8,L14.1 and L14.2: Never worked and long-term unemployed,71
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,3,Single family household: All aged 66 years and over,9,L15: Full-time students,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,4,Single family household: Married or civil partnership couple: No children,-8,Does not apply,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,4,Single family household: Married or civil partnership couple: No children,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,4,Single family household: Married or civil partnership couple: No children,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,4,Single family household: Married or civil partnership couple: No children,3,L7: Intermediate occupations,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,4,Single family household: Married or civil partnership couple: No children,4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,4,Single family household: Married or civil partnership couple: No children,5,L10 and L11: Lower supervisory and technical occupations,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,4,Single family household: Married or civil partnership couple: No children,6,L12: Semi-routine occupations,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,4,Single family household: Married or civil partnership couple: No children,7,L13: Routine occupations,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,4,Single family household: Married or civil partnership couple: No children,8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,4,Single family household: Married or civil partnership couple: No children,9,L15: Full-time students,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,5,Single family household: Married or civil partnership couple: Dependent children,-8,Does not apply,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,5,Single family household: Married or civil partnership couple: Dependent children,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",3785
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,5,Single family household: Married or civil partnership couple: Dependent children,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",8840
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,5,Single family household: Married or civil partnership couple: Dependent children,3,L7: Intermediate occupations,5227
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,5,Single family household: Married or civil partnership couple: Dependent children,4,L8 and L9: Small employers and own account workers,8608
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,5,Single family household: Married or civil partnership couple: Dependent children,5,L10 and L11: Lower supervisory and technical occupations,6235
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,5,Single family household: Married or civil partnership couple: Dependent children,6,L12: Semi-routine occupations,8998
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,5,Single family household: Married or civil partnership couple: Dependent children,7,L13: Routine occupations,14551
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,5,Single family household: Married or civil partnership couple: Dependent children,8,L14.1 and L14.2: Never worked and long-term unemployed,4828
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,5,Single family household: Married or civil partnership couple: Dependent children,9,L15: Full-time students,833
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,6,Single family household: Married or civil partnership couple: All children non-dependent,-8,Does not apply,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,6,Single family household: Married or civil partnership couple: All children non-dependent,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",3537
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,6,Single family household: Married or civil partnership couple: All children non-dependent,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",10071
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,6,Single family household: Married or civil partnership couple: All children non-dependent,3,L7: Intermediate occupations,6813
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,6,Single family household: Married or civil partnership couple: All children non-dependent,4,L8 and L9: Small employers and own account workers,11095
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,6,Single family household: Married or civil partnership couple: All children non-dependent,5,L10 and L11: Lower supervisory and technical occupations,9859
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,6,Single family household: Married or civil partnership couple: All children non-dependent,6,L12: Semi-routine occupations,16228
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,6,Single family household: Married or civil partnership couple: All children non-dependent,7,L13: Routine occupations,28335
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,6,Single family household: Married or civil partnership couple: All children non-dependent,8,L14.1 and L14.2: Never worked and long-term unemployed,11708
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,6,Single family household: Married or civil partnership couple: All children non-dependent,9,L15: Full-time students,214
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,7,Single family household: Cohabiting couple family: No children,-8,Does not apply,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,7,Single family household: Cohabiting couple family: No children,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,7,Single family household: Cohabiting couple family: No children,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,7,Single family household: Cohabiting couple family: No children,3,L7: Intermediate occupations,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,7,Single family household: Cohabiting couple family: No children,4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,7,Single family household: Cohabiting couple family: No children,5,L10 and L11: Lower supervisory and technical occupations,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,7,Single family household: Cohabiting couple family: No children,6,L12: Semi-routine occupations,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,7,Single family household: Cohabiting couple family: No children,7,L13: Routine occupations,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,7,Single family household: Cohabiting couple family: No children,8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,7,Single family household: Cohabiting couple family: No children,9,L15: Full-time students,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,8,Single family household: Cohabiting couple family: With dependent children,-8,Does not apply,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,8,Single family household: Cohabiting couple family: With dependent children,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2630
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,8,Single family household: Cohabiting couple family: With dependent children,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",7627
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,8,Single family household: Cohabiting couple family: With dependent children,3,L7: Intermediate occupations,5328
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,8,Single family household: Cohabiting couple family: With dependent children,4,L8 and L9: Small employers and own account workers,8380
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,8,Single family household: Cohabiting couple family: With dependent children,5,L10 and L11: Lower supervisory and technical occupations,6714
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,8,Single family household: Cohabiting couple family: With dependent children,6,L12: Semi-routine occupations,10739
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,8,Single family household: Cohabiting couple family: With dependent children,7,L13: Routine occupations,16773
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,8,Single family household: Cohabiting couple family: With dependent children,8,L14.1 and L14.2: Never worked and long-term unemployed,5415
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,8,Single family household: Cohabiting couple family: With dependent children,9,L15: Full-time students,634
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,9,Single family household: Cohabiting couple family: All children non-dependent,-8,Does not apply,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,9,Single family household: Cohabiting couple family: All children non-dependent,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1057
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,9,Single family household: Cohabiting couple family: All children non-dependent,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",3465
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,9,Single family household: Cohabiting couple family: All children non-dependent,3,L7: Intermediate occupations,2390
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,9,Single family household: Cohabiting couple family: All children non-dependent,4,L8 and L9: Small employers and own account workers,4098
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,9,Single family household: Cohabiting couple family: All children non-dependent,5,L10 and L11: Lower supervisory and technical occupations,3012
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,9,Single family household: Cohabiting couple family: All children non-dependent,6,L12: Semi-routine occupations,5369
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,9,Single family household: Cohabiting couple family: All children non-dependent,7,L13: Routine occupations,8871
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,9,Single family household: Cohabiting couple family: All children non-dependent,8,L14.1 and L14.2: Never worked and long-term unemployed,2967
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,9,Single family household: Cohabiting couple family: All children non-dependent,9,L15: Full-time students,76
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,10,Single family household: Lone parent family: With dependent children,-8,Does not apply,2
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,10,Single family household: Lone parent family: With dependent children,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4939
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,10,Single family household: Lone parent family: With dependent children,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",26029
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,10,Single family household: Lone parent family: With dependent children,3,L7: Intermediate occupations,33332
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,10,Single family household: Lone parent family: With dependent children,4,L8 and L9: Small employers and own account workers,14729
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,10,Single family household: Lone parent family: With dependent children,5,L10 and L11: Lower supervisory and technical occupations,9271
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,10,Single family household: Lone parent family: With dependent children,6,L12: Semi-routine occupations,64375
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,10,Single family household: Lone parent family: With dependent children,7,L13: Routine occupations,49082
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,10,Single family household: Lone parent family: With dependent children,8,L14.1 and L14.2: Never worked and long-term unemployed,46859
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,10,Single family household: Lone parent family: With dependent children,9,L15: Full-time students,9452
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,11,Single family household: Lone parent family: All children non-dependent,-8,Does not apply,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,11,Single family household: Lone parent family: All children non-dependent,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1411
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,11,Single family household: Lone parent family: All children non-dependent,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",7109
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,11,Single family household: Lone parent family: All children non-dependent,3,L7: Intermediate occupations,6630
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,11,Single family household: Lone parent family: All children non-dependent,4,L8 and L9: Small employers and own account workers,3303
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,11,Single family household: Lone parent family: All children non-dependent,5,L10 and L11: Lower supervisory and technical occupations,2943
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,11,Single family household: Lone parent family: All children non-dependent,6,L12: Semi-routine occupations,13605
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,11,Single family household: Lone parent family: All children non-dependent,7,L13: Routine occupations,12772
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,11,Single family household: Lone parent family: All children non-dependent,8,L14.1 and L14.2: Never worked and long-term unemployed,12548
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,11,Single family household: Lone parent family: All children non-dependent,9,L15: Full-time students,531
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,12,Other household types: Other related household: Other family composition,-8,Does not apply,35
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,12,Other household types: Other related household: Other family composition,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",170
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,12,Other household types: Other related household: Other family composition,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",532
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,12,Other household types: Other related household: Other family composition,3,L7: Intermediate occupations,375
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,12,Other household types: Other related household: Other family composition,4,L8 and L9: Small employers and own account workers,377
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,12,Other household types: Other related household: Other family composition,5,L10 and L11: Lower supervisory and technical occupations,310
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,12,Other household types: Other related household: Other family composition,6,L12: Semi-routine occupations,766
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,12,Other household types: Other related household: Other family composition,7,L13: Routine occupations,1025
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,12,Other household types: Other related household: Other family composition,8,L14.1 and L14.2: Never worked and long-term unemployed,606
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,12,Other household types: Other related household: Other family composition,9,L15: Full-time students,231
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,13,Other household types: With dependent children,-8,Does not apply,30
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,13,Other household types: With dependent children,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",639
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,13,Other household types: With dependent children,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",2639
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,13,Other household types: With dependent children,3,L7: Intermediate occupations,2660
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,13,Other household types: With dependent children,4,L8 and L9: Small employers and own account workers,1585
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,13,Other household types: With dependent children,5,L10 and L11: Lower supervisory and technical occupations,1007
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,13,Other household types: With dependent children,6,L12: Semi-routine occupations,4844
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,13,Other household types: With dependent children,7,L13: Routine occupations,3976
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,13,Other household types: With dependent children,8,L14.1 and L14.2: Never worked and long-term unemployed,3860
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,13,Other household types: With dependent children,9,L15: Full-time students,900
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,14,"Other household types: Other, including all full-time students and all aged 66 years and over",-8,Does not apply,0
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1769
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,14,"Other household types: Other, including all full-time students and all aged 66 years and over",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",4948
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,14,"Other household types: Other, including all full-time students and all aged 66 years and over",3,L7: Intermediate occupations,3181
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,14,"Other household types: Other, including all full-time students and all aged 66 years and over",4,L8 and L9: Small employers and own account workers,3316
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,14,"Other household types: Other, including all full-time students and all aged 66 years and over",5,L10 and L11: Lower supervisory and technical occupations,2532
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,14,"Other household types: Other, including all full-time students and all aged 66 years and over",6,L12: Semi-routine occupations,6424
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,14,"Other household types: Other, including all full-time students and all aged 66 years and over",7,L13: Routine occupations,7750
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,14,"Other household types: Other, including all full-time students and all aged 66 years and over",8,L14.1 and L14.2: Never worked and long-term unemployed,6889
K04000001,England and Wales,2,Rented: Social rented,3,3 people in household,14,"Other household types: Other, including all full-time students and all aged 66 years and over",9,L15: Full-time students,1421
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,-8,Does not apply,3,L7: Intermediate occupations,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,-8,Does not apply,6,L12: Semi-routine occupations,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,-8,Does not apply,7,L13: Routine occupations,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,-8,Does not apply,9,L15: Full-time students,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,1,One-person household: Aged 66 years and over,-8,Does not apply,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,1,One-person household: Aged 66 years and over,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,1,One-person household: Aged 66 years and over,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,1,One-person household: Aged 66 years and over,3,L7: Intermediate occupations,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,1,One-person household: Aged 66 years and over,4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,1,One-person household: Aged 66 years and over,5,L10 and L11: Lower supervisory and technical occupations,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,1,One-person household: Aged 66 years and over,6,L12: Semi-routine occupations,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,1,One-person household: Aged 66 years and over,7,L13: Routine occupations,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,1,One-person household: Aged 66 years and over,8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,1,One-person household: Aged 66 years and over,9,L15: Full-time students,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,2,One-person household: Other,-8,Does not apply,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,2,One-person household: Other,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,2,One-person household: Other,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,2,One-person household: Other,3,L7: Intermediate occupations,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,2,One-person household: Other,4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,2,One-person household: Other,5,L10 and L11: Lower supervisory and technical occupations,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,2,One-person household: Other,6,L12: Semi-routine occupations,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,2,One-person household: Other,7,L13: Routine occupations,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,2,One-person household: Other,8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,2,One-person household: Other,9,L15: Full-time students,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,3,Single family household: All aged 66 years and over,-8,Does not apply,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,3,Single family household: All aged 66 years and over,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,3,Single family household: All aged 66 years and over,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",5
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,3,Single family household: All aged 66 years and over,3,L7: Intermediate occupations,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,3,Single family household: All aged 66 years and over,4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,3,Single family household: All aged 66 years and over,5,L10 and L11: Lower supervisory and technical occupations,1
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,3,Single family household: All aged 66 years and over,6,L12: Semi-routine occupations,2
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,3,Single family household: All aged 66 years and over,7,L13: Routine occupations,3
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,3,Single family household: All aged 66 years and over,8,L14.1 and L14.2: Never worked and long-term unemployed,1
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,3,Single family household: All aged 66 years and over,9,L15: Full-time students,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,4,Single family household: Married or civil partnership couple: No children,-8,Does not apply,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,4,Single family household: Married or civil partnership couple: No children,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,4,Single family household: Married or civil partnership couple: No children,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,4,Single family household: Married or civil partnership couple: No children,3,L7: Intermediate occupations,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,4,Single family household: Married or civil partnership couple: No children,4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,4,Single family household: Married or civil partnership couple: No children,5,L10 and L11: Lower supervisory and technical occupations,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,4,Single family household: Married or civil partnership couple: No children,6,L12: Semi-routine occupations,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,4,Single family household: Married or civil partnership couple: No children,7,L13: Routine occupations,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,4,Single family household: Married or civil partnership couple: No children,8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,4,Single family household: Married or civil partnership couple: No children,9,L15: Full-time students,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,5,Single family household: Married or civil partnership couple: Dependent children,-8,Does not apply,0
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,5,Single family household: Married or civil partnership couple: Dependent children,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",13209
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,5,Single family household: Married or civil partnership couple: Dependent children,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",34781
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,5,Single family household: Married or civil partnership couple: Dependent children,3,L7: Intermediate occupations,19914
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,5,Single family household: Married or civil partnership couple: Dependent children,4,L8 and L9: Small employers and own account workers,54859
K04000001,England and Wales,2,Rented: Social rented,4,4 or more people in household,5,Single family household: Married or civil partnership couple: Dependent children,5,L10 and L11: Lower supervisory and technical occupations,29888
