England and Wales Code,England and Wales,Household size (5 categories) Code,Household size (5 categories),Car or van availability (5 categories) Code,Car or van availability (5 categories),Tenure of household (5 categories) Code,Tenure of household (5 categories),Household composition (15 categories) Code,Household composition (15 categories),Observation
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,-8,Does not apply,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,-8,Does not apply,2,One-person household: Other,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,-8,Does not apply,3,Single family household: All aged 66 years and over,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,-8,Does not apply,4,Single family household: Married or civil partnership couple: No children,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,-8,Does not apply,5,Single family household: Married or civil partnership couple: Dependent children,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,-8,Does not apply,6,Single family household: Married or civil partnership couple: All children non-dependent,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,-8,Does not apply,7,Single family household: Cohabiting couple family: No children,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,-8,Does not apply,8,Single family household: Cohabiting couple family: With dependent children,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,-8,Does not apply,9,Single family household: Cohabiting couple family: All children non-dependent,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,-8,Does not apply,10,Single family household: Lone parent family: With dependent children,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,-8,Does not apply,11,Single family household: Lone parent family: All children non-dependent,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,-8,Does not apply,12,Other household types: Other related household: Other family composition,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,-8,Does not apply,13,Other household types: With dependent children,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,-8,Does not apply,14,"Other household types: Other, including all full-time students and all aged 66 years and over",0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,0,Owned: Owns outright,-8,Does not apply,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,0,Owned: Owns outright,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,0,Owned: Owns outright,2,One-person household: Other,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,0,Owned: Owns outright,3,Single family household: All aged 66 years and over,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,0,Owned: Owns outright,4,Single family household: Married or civil partnership couple: No children,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,0,Owned: Owns outright,5,Single family household: Married or civil partnership couple: Dependent children,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,0,Owned: Owns outright,6,Single family household: Married or civil partnership couple: All children non-dependent,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,0,Owned: Owns outright,7,Single family household: Cohabiting couple family: No children,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,0,Owned: Owns outright,8,Single family household: Cohabiting couple family: With dependent children,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,0,Owned: Owns outright,9,Single family household: Cohabiting couple family: All children non-dependent,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,0,Owned: Owns outright,10,Single family household: Lone parent family: With dependent children,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,0,Owned: Owns outright,11,Single family household: Lone parent family: All children non-dependent,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,0,Owned: Owns outright,12,Other household types: Other related household: Other family composition,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,0,Owned: Owns outright,13,Other household types: With dependent children,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,0,Owned: Owns outright,14,"Other household types: Other, including all full-time students and all aged 66 years and over",0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,-8,Does not apply,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,2,One-person household: Other,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,3,Single family household: All aged 66 years and over,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,4,Single family household: Married or civil partnership couple: No children,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,5,Single family household: Married or civil partnership couple: Dependent children,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,6,Single family household: Married or civil partnership couple: All children non-dependent,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,7,Single family household: Cohabiting couple family: No children,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,8,Single family household: Cohabiting couple family: With dependent children,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,9,Single family household: Cohabiting couple family: All children non-dependent,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,10,Single family household: Lone parent family: With dependent children,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,11,Single family household: Lone parent family: All children non-dependent,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,12,Other household types: Other related household: Other family composition,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,13,Other household types: With dependent children,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,14,"Other household types: Other, including all full-time students and all aged 66 years and over",0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,2,Rented: Social rented,-8,Does not apply,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,2,Rented: Social rented,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,2,Rented: Social rented,2,One-person household: Other,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,2,Rented: Social rented,3,Single family household: All aged 66 years and over,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,2,Rented: Social rented,4,Single family household: Married or civil partnership couple: No children,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,2,Rented: Social rented,5,Single family household: Married or civil partnership couple: Dependent children,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,2,Rented: Social rented,6,Single family household: Married or civil partnership couple: All children non-dependent,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,2,Rented: Social rented,7,Single family household: Cohabiting couple family: No children,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,2,Rented: Social rented,8,Single family household: Cohabiting couple family: With dependent children,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,2,Rented: Social rented,9,Single family household: Cohabiting couple family: All children non-dependent,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,2,Rented: Social rented,10,Single family household: Lone parent family: With dependent children,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,2,Rented: Social rented,11,Single family household: Lone parent family: All children non-dependent,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,2,Rented: Social rented,12,Other household types: Other related household: Other family composition,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,2,Rented: Social rented,13,Other household types: With dependent children,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,2,Rented: Social rented,14,"Other household types: Other, including all full-time students and all aged 66 years and over",0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,3,Private rented or lives rent free,-8,Does not apply,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,3,Private rented or lives rent free,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,3,Private rented or lives rent free,2,One-person household: Other,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,3,Private rented or lives rent free,3,Single family household: All aged 66 years and over,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,3,Private rented or lives rent free,4,Single family household: Married or civil partnership couple: No children,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,3,Private rented or lives rent free,5,Single family household: Married or civil partnership couple: Dependent children,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,3,Private rented or lives rent free,6,Single family household: Married or civil partnership couple: All children non-dependent,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,3,Private rented or lives rent free,7,Single family household: Cohabiting couple family: No children,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,3,Private rented or lives rent free,8,Single family household: Cohabiting couple family: With dependent children,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,3,Private rented or lives rent free,9,Single family household: Cohabiting couple family: All children non-dependent,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,3,Private rented or lives rent free,10,Single family household: Lone parent family: With dependent children,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,3,Private rented or lives rent free,11,Single family household: Lone parent family: All children non-dependent,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,3,Private rented or lives rent free,12,Other household types: Other related household: Other family composition,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,3,Private rented or lives rent free,13,Other household types: With dependent children,0
K04000001,England and Wales,4,4 or more people in household,-8,Does not apply,3,Private rented or lives rent free,14,"Other household types: Other, including all full-time students and all aged 66 years and over",0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,-8,Does not apply,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,-8,Does not apply,2,One-person household: Other,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,-8,Does not apply,3,Single family household: All aged 66 years and over,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,-8,Does not apply,4,Single family household: Married or civil partnership couple: No children,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,-8,Does not apply,5,Single family household: Married or civil partnership couple: Dependent children,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,-8,Does not apply,6,Single family household: Married or civil partnership couple: All children non-dependent,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,-8,Does not apply,7,Single family household: Cohabiting couple family: No children,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,-8,Does not apply,8,Single family household: Cohabiting couple family: With dependent children,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,-8,Does not apply,9,Single family household: Cohabiting couple family: All children non-dependent,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,-8,Does not apply,10,Single family household: Lone parent family: With dependent children,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,-8,Does not apply,11,Single family household: Lone parent family: All children non-dependent,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,-8,Does not apply,12,Other household types: Other related household: Other family composition,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,-8,Does not apply,13,Other household types: With dependent children,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,-8,Does not apply,14,"Other household types: Other, including all full-time students and all aged 66 years and over",0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,0,Owned: Owns outright,-8,Does not apply,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,0,Owned: Owns outright,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,0,Owned: Owns outright,2,One-person household: Other,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,0,Owned: Owns outright,3,Single family household: All aged 66 years and over,11
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,0,Owned: Owns outright,4,Single family household: Married or civil partnership couple: No children,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,0,Owned: Owns outright,5,Single family household: Married or civil partnership couple: Dependent children,5129
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,0,Owned: Owns outright,6,Single family household: Married or civil partnership couple: All children non-dependent,3243
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,0,Owned: Owns outright,7,Single family household: Cohabiting couple family: No children,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,0,Owned: Owns outright,8,Single family household: Cohabiting couple family: With dependent children,1068
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,0,Owned: Owns outright,9,Single family household: Cohabiting couple family: All children non-dependent,251
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,0,Owned: Owns outright,10,Single family household: Lone parent family: With dependent children,1594
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,0,Owned: Owns outright,11,Single family household: Lone parent family: All children non-dependent,647
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,0,Owned: Owns outright,12,Other household types: Other related household: Other family composition,185
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,0,Owned: Owns outright,13,Other household types: With dependent children,4490
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,0,Owned: Owns outright,14,"Other household types: Other, including all full-time students and all aged 66 years and over",3852
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,-8,Does not apply,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,2,One-person household: Other,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,3,Single family household: All aged 66 years and over,2
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,4,Single family household: Married or civil partnership couple: No children,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,5,Single family household: Married or civil partnership couple: Dependent children,22171
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,6,Single family household: Married or civil partnership couple: All children non-dependent,2921
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,7,Single family household: Cohabiting couple family: No children,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,8,Single family household: Cohabiting couple family: With dependent children,5325
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,9,Single family household: Cohabiting couple family: All children non-dependent,402
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,10,Single family household: Lone parent family: With dependent children,3963
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,11,Single family household: Lone parent family: All children non-dependent,436
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,12,Other household types: Other related household: Other family composition,213
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,13,Other household types: With dependent children,6849
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,14,"Other household types: Other, including all full-time students and all aged 66 years and over",3800
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,2,Rented: Social rented,-8,Does not apply,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,2,Rented: Social rented,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,2,Rented: Social rented,2,One-person household: Other,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,2,Rented: Social rented,3,Single family household: All aged 66 years and over,12
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,2,Rented: Social rented,4,Single family household: Married or civil partnership couple: No children,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,2,Rented: Social rented,5,Single family household: Married or civil partnership couple: Dependent children,44714
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,2,Rented: Social rented,6,Single family household: Married or civil partnership couple: All children non-dependent,7306
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,2,Rented: Social rented,7,Single family household: Cohabiting couple family: No children,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,2,Rented: Social rented,8,Single family household: Cohabiting couple family: With dependent children,38559
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,2,Rented: Social rented,9,Single family household: Cohabiting couple family: All children non-dependent,2158
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,2,Rented: Social rented,10,Single family household: Lone parent family: With dependent children,89174
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,2,Rented: Social rented,11,Single family household: Lone parent family: All children non-dependent,4130
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,2,Rented: Social rented,12,Other household types: Other related household: Other family composition,910
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,2,Rented: Social rented,13,Other household types: With dependent children,24634
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,2,Rented: Social rented,14,"Other household types: Other, including all full-time students and all aged 66 years and over",10714
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,3,Private rented or lives rent free,-8,Does not apply,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,3,Private rented or lives rent free,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,3,Private rented or lives rent free,2,One-person household: Other,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,3,Private rented or lives rent free,3,Single family household: All aged 66 years and over,2
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,3,Private rented or lives rent free,4,Single family household: Married or civil partnership couple: No children,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,3,Private rented or lives rent free,5,Single family household: Married or civil partnership couple: Dependent children,67427
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,3,Private rented or lives rent free,6,Single family household: Married or civil partnership couple: All children non-dependent,3920
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,3,Private rented or lives rent free,7,Single family household: Cohabiting couple family: No children,0
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,3,Private rented or lives rent free,8,Single family household: Cohabiting couple family: With dependent children,27125
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,3,Private rented or lives rent free,9,Single family household: Cohabiting couple family: All children non-dependent,608
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,3,Private rented or lives rent free,10,Single family household: Lone parent family: With dependent children,41954
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,3,Private rented or lives rent free,11,Single family household: Lone parent family: All children non-dependent,1200
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,3,Private rented or lives rent free,12,Other household types: Other related household: Other family composition,2755
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,3,Private rented or lives rent free,13,Other household types: With dependent children,33187
K04000001,England and Wales,4,4 or more people in household,0,No cars or vans in household,3,Private rented or lives rent free,14,"Other household types: Other, including all full-time students and all aged 66 years and over",59831
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,-8,Does not apply,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,-8,Does not apply,2,One-person household: Other,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,-8,Does not apply,3,Single family household: All aged 66 years and over,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,-8,Does not apply,4,Single family household: Married or civil partnership couple: No children,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,-8,Does not apply,5,Single family household: Married or civil partnership couple: Dependent children,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,-8,Does not apply,6,Single family household: Married or civil partnership couple: All children non-dependent,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,-8,Does not apply,7,Single family household: Cohabiting couple family: No children,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,-8,Does not apply,8,Single family household: Cohabiting couple family: With dependent children,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,-8,Does not apply,9,Single family household: Cohabiting couple family: All children non-dependent,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,-8,Does not apply,10,Single family household: Lone parent family: With dependent children,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,-8,Does not apply,11,Single family household: Lone parent family: All children non-dependent,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,-8,Does not apply,12,Other household types: Other related household: Other family composition,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,-8,Does not apply,13,Other household types: With dependent children,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,-8,Does not apply,14,"Other household types: Other, including all full-time students and all aged 66 years and over",0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,0,Owned: Owns outright,-8,Does not apply,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,0,Owned: Owns outright,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,0,Owned: Owns outright,2,One-person household: Other,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,0,Owned: Owns outright,3,Single family household: All aged 66 years and over,29
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,0,Owned: Owns outright,4,Single family household: Married or civil partnership couple: No children,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,0,Owned: Owns outright,5,Single family household: Married or civil partnership couple: Dependent children,54335
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,0,Owned: Owns outright,6,Single family household: Married or civil partnership couple: All children non-dependent,17082
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,0,Owned: Owns outright,7,Single family household: Cohabiting couple family: No children,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,0,Owned: Owns outright,8,Single family household: Cohabiting couple family: With dependent children,7808
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,0,Owned: Owns outright,9,Single family household: Cohabiting couple family: All children non-dependent,1022
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,0,Owned: Owns outright,10,Single family household: Lone parent family: With dependent children,6495
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,0,Owned: Owns outright,11,Single family household: Lone parent family: All children non-dependent,1479
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,0,Owned: Owns outright,12,Other household types: Other related household: Other family composition,338
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,0,Owned: Owns outright,13,Other household types: With dependent children,23378
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,0,Owned: Owns outright,14,"Other household types: Other, including all full-time students and all aged 66 years and over",12278
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,1,Owned: Owns with a mortgage or loan or shared ownership,-8,Does not apply,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,1,Owned: Owns with a mortgage or loan or shared ownership,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,1,Owned: Owns with a mortgage or loan or shared ownership,2,One-person household: Other,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,1,Owned: Owns with a mortgage or loan or shared ownership,3,Single family household: All aged 66 years and over,1
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,1,Owned: Owns with a mortgage or loan or shared ownership,4,Single family household: Married or civil partnership couple: No children,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,1,Owned: Owns with a mortgage or loan or shared ownership,5,Single family household: Married or civil partnership couple: Dependent children,383468
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,1,Owned: Owns with a mortgage or loan or shared ownership,6,Single family household: Married or civil partnership couple: All children non-dependent,17116
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,1,Owned: Owns with a mortgage or loan or shared ownership,7,Single family household: Cohabiting couple family: No children,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,1,Owned: Owns with a mortgage or loan or shared ownership,8,Single family household: Cohabiting couple family: With dependent children,70293
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,1,Owned: Owns with a mortgage or loan or shared ownership,9,Single family household: Cohabiting couple family: All children non-dependent,2095
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,1,Owned: Owns with a mortgage or loan or shared ownership,10,Single family household: Lone parent family: With dependent children,28756
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,1,Owned: Owns with a mortgage or loan or shared ownership,11,Single family household: Lone parent family: All children non-dependent,1489
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,1,Owned: Owns with a mortgage or loan or shared ownership,12,Other household types: Other related household: Other family composition,540
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,1,Owned: Owns with a mortgage or loan or shared ownership,13,Other household types: With dependent children,47135
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,1,Owned: Owns with a mortgage or loan or shared ownership,14,"Other household types: Other, including all full-time students and all aged 66 years and over",12676
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,2,Rented: Social rented,-8,Does not apply,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,2,Rented: Social rented,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,2,Rented: Social rented,2,One-person household: Other,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,2,Rented: Social rented,3,Single family household: All aged 66 years and over,2
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,2,Rented: Social rented,4,Single family household: Married or civil partnership couple: No children,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,2,Rented: Social rented,5,Single family household: Married or civil partnership couple: Dependent children,135355
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,2,Rented: Social rented,6,Single family household: Married or civil partnership couple: All children non-dependent,15393
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,2,Rented: Social rented,7,Single family household: Cohabiting couple family: No children,0
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,2,Rented: Social rented,8,Single family household: Cohabiting couple family: With dependent children,73187
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,2,Rented: Social rented,9,Single family household: Cohabiting couple family: All children non-dependent,3855
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,2,Rented: Social rented,10,Single family household: Lone parent family: With dependent children,86675
K04000001,England and Wales,4,4 or more people in household,1,1 car or van in household,2,Rented: Social rented,11,Single family household: Lone parent family: All children non-dependent,4272
